 Renda média domiciliar per capita - Brasil
Renda média domic. per capita por Município
Período:2000
"Município";"Renda_média_domic._per_capita"
"420675 Ibiam";510,62
"420680 Ibicaré";500,44
"420690 Ibirama";604,75
"420700 Içara";450,26
"420710 Ilhota";488,96
"420720 Imaruí";375,25
"420730 Imbituba";487,50
"420740 Imbuia";467,83
"420750 Indaial";672,17
"420757 Iomerê";724,79
"420760 Ipira";461,28
"420765 Iporã do Oeste";371,12
"420768 Ipuaçu";293,38
"420770 Ipumirim";524,30
"420775 Iraceminha";397,32
"420780 Irani";550,19
"420785 Irati";898,17
"420790 Irineópolis";417,89
"420800 Itá";584,34
"420810 Itaiópolis";308,81
"420820 Itajaí";760,25
"420830 Itapema";962,55
"420840 Itapiranga";558,15
"420845 Itapoá";596,53
"420850 Ituporanga";557,11
"420860 Jaborá";467,20
"420870 Jacinto Machado";359,62
"420880 Jaguaruna";527,92
"420890 Jaraguá do Sul";815,65
"420895 Jardinópolis";246,64
"420900 Joaçaba";882,44
"420910 Joinville";801,02
"420915 José Boiteux";435,99
"420917 Jupiá";355,96
"420920 Lacerdópolis";913,57
"420930 Lages";660,11
"420940 Laguna";485,74
"420945 Lajeado Grande";533,78
"420950 Laurentino";695,52
"420960 Lauro Muller";446,04
"420970 Lebon Régis";304,52
"420980 Leoberto Leal";375,11
"420985 Lindóia do Sul";797,27
"420990 Lontras";472,63
"421000 Luiz Alves";1134,85
"421003 Luzerna";677,94
"421005 Macieira";560,53
"421010 Mafra";487,56
"421020 Major Gercino";411,62
"421030 Major Vieira";412,40
"421040 Maracajá";802,78
"421050 Maravilha";580,51
"421055 Marema";574,25
"421060 Massaranduba";651,10
"421070 Matos Costa";338,37
"421080 Meleiro";794,57
"421085 Mirim Doce";820,96
"421090 Modelo";449,94
"421100 Mondaí";456,14
"421105 Monte Carlo";297,53
"421110 Monte Castelo";343,67
"421120 Morro da Fumaça";555,27
"421125 Morro Grande";329,60
"421130 Navegantes";462,74
"421140 Nova Erechim";612,14
"421145 Nova Itaberaba";457,43
"421150 Nova Trento";554,73
"421160 Nova Veneza";641,64
"421165 Novo Horizonte";433,20
"421170 Orleans";562,20
"421175 Otacílio Costa";506,87
"421180 Ouro";682,73
"421185 Ouro Verde";522,30
"421187 Paial";340,35
"421189 Painel";405,72
"421190 Palhoça";590,15
"421200 Palma Sola";376,43
"421205 Palmeira";427,04
"421210 Palmitos";609,35
"421220 Papanduva";323,61
"421223 Paraíso";348,35
"421225 Passo de Torres";394,46
"421227 Passos Maia";331,36
"421230 Paulo Lopes";391,06
"421240 Pedras Grandes";453,41
"421250 Penha";509,43
"421260 Peritiba";495,39
"421270 Petrolândia";466,88
"421290 Pinhalzinho";529,17
"421300 Pinheiro Preto";421,13
"421310 Piratuba";501,32
"421315 Planalto Alegre";541,97
"421320 Pomerode";765,09
"421330 Ponte Alta";330,65
"421335 Ponte Alta do Norte";415,23
"421340 Ponte Serrada";418,20
"421350 Porto Belo";630,24
"421360 Porto União";582,63
"421370 Pouso Redondo";466,96
"421380 Praia Grande";431,46
"421390 Presidente Castello Branco";580,34
"421400 Presidente Getúlio";599,10
"421410 Presidente Nereu";353,93
"421415 Princesa";324,51
"421420 Quilombo";517,23
"421430 Rancho Queimado";429,67
"421440 Rio das Antas";446,21
"421450 Rio do Campo";438,14
"421460 Rio do Oeste";540,24
"421480 Rio do Sul";769,18
"421470 Rio dos Cedros";538,44
"421490 Rio Fortuna";494,45
"421500 Rio Negrinho";476,54
"421505 Rio Rufino";366,70
"421507 Riqueza";464,87
"421510 Rodeio";595,72
"421520 Romelândia";284,93
"421530 Salete";430,89
"421535 Saltinho";327,99
"421540 Salto Veloso";660,46
"421545 Sangão";624,02
"421550 Santa Cecília";364,42
"421555 Santa Helena";361,78
"421560 Santa Rosa de Lima";460,77
"421565 Santa Rosa do Sul";394,65
"421567 Santa Terezinha";321,91
"421568 Santa Terezinha do Progresso";352,02
"421569 Santiago do Sul";264,74
"421570 Santo Amaro da Imperatriz";576,18
"421580 São Bento do Sul";637,99
"421575 São Bernardino";332,79
"421590 São Bonifácio";355,78
"421600 São Carlos";848,32
"421605 São Cristovão do Sul";286,22
"421610 São Domingos";624,91
"421620 São Francisco do Sul";656,39
"421630 São João Batista";584,72
"421635 São João do Itaperiú";509,02
"421625 São João do Oeste";352,72
"421640 São João do Sul";386,84
"421650 São Joaquim";455,36
"421660 São José";840,62
"421670 São José do Cedro";489,31
"421680 São José do Cerrito";304,36
"421690 São Lourenço do Oeste";538,45
"421700 São Ludgero";677,24
"421710 São Martinho";861,16
"421715 São Miguel da Boa Vista";289,68
"421720 São Miguel do Oeste";596,12
"421725 São Pedro de Alcântara";460,58
"421730 Saudades";469,42
"421740 Schroeder";770,00
"421750 Seara";595,48
"421755 Serra Alta";435,11
"421760 Siderópolis";635,23
"421770 Sombrio";529,06
"421775 Sul Brasil";281,67
"421780 Taió";573,85
"421790 Tangará";564,16
"421795 Tigrinhos";228,38
"421800 Tijucas";776,54
"421810 Timbé do Sul";548,58
"421820 Timbó";777,54
"421825 Timbó Grande";231,57
"421830 Três Barras";404,44
"421835 Treviso";480,40
"421840 Treze de Maio";569,94
"421850 Treze Tílias";637,73
"421860 Trombudo Central";527,35
"421870 Tubarão";752,82
"421875 Tunápolis";383,60
"421880 Turvo";683,58
"421885 União do Oeste";569,86
"421890 Urubici";427,97
"421895 Urupema";481,29
"421900 Urussanga";679,47
"421910 Vargeão";652,42
"421915 Vargem";393,35
"421917 Vargem Bonita";404,72
"421920 Vidal Ramos";423,68
"421930 Videira";652,76
"421935 Vitor Meireles";456,12
"421940 Witmarsum";468,31
"421950 Xanxerê";561,34
"421960 Xavantina";390,72
"421970 Xaxim";612,53
"421985 Zortéa";351,76
"430005 Água Santa";480,24
"430010 Agudo";553,51
"430020 Ajuricaba";466,81
"430030 Alecrim";289,70
"430040 Alegrete";531,96
"430045 Alegria";301,55
"430050 Alpestre";269,55
"430055 Alto Alegre";433,21
"430057 Alto Feliz";498,67
"430060 Alvorada";422,03
"430063 Amaral Ferrador";376,41
"430064 Ametista do Sul";397,32
"430066 André da Rocha";643,63
"430070 Anta Gorda";729,51
"430080 Antônio Prado";824,61
"430085 Arambaré";390,75
"430087 Araricá";412,69
"430090 Aratiba";413,81
"430100 Arroio do Meio";729,53
"430105 Arroio do Sal";610,44
"430120 Arroio do Tigre";415,57
"430110 Arroio dos Ratos";438,06
"430130 Arroio Grande";447,67
"430140 Arvorezinha";565,33
"430150 Augusto Pestana";461,13
"430155 Áurea";328,95
"430160 Bagé";581,23
"430163 Balneário Pinhal";617,29
"430165 Barão";548,37
"430170 Barão de Cotegipe";502,55
"430175 Barão do Triunfo";349,50
"430185 Barra do Guarita";292,05
"430187 Barra do Quaraí";470,71
"430190 Barra do Ribeiro";508,64
"430192 Barra do Rio Azul";457,49
"430195 Barra Funda";406,98
"430180 Barracão";336,96
"430200 Barros Cassal";309,13
"430205 Benjamin Constant do Sul";224,71
"430210 Bento Gonçalves";917,81
"430215 Boa Vista das Missões";487,30
"430220 Boa Vista do Buricá";553,89
"430225 Boa Vista do Sul";819,78
"430230 Bom Jesus";408,73
"430235 Bom Princípio";609,05
"430237 Bom Progresso";294,38
"430240 Bom Retiro do Sul";538,67
"430245 Boqueirão do Leão";380,30
"430250 Bossoroca";318,41
"430260 Braga";248,16
"430265 Brochier";478,21
"430270 Butiá";431,55
"430280 Caçapava do Sul";445,21
"430290 Cacequi";354,34
"430300 Cachoeira do Sul";568,20
"430310 Cachoeirinha";622,60
"430320 Cacique Doble";335,29
"430330 Caibaté";392,38
"430340 Caiçara";417,92
"430350 Camaquã";522,43
"430355 Camargo";589,87
"430360 Cambará do Sul";411,44
"430367 Campestre da Serra";450,27
"430370 Campina das Missões";317,94
"430380 Campinas do Sul";498,53
"430390 Campo Bom";726,51
"430400 Campo Novo";337,80
"430410 Campos Borges";420,55
"430420 Candelária";395,89
"430430 Cândido Godói";382,72
"430435 Candiota";486,31
"430440 Canela";610,59
"430450 Canguçu";350,36
"430460 Canoas";694,21
"430463 Capão da Canoa";592,14
"430466 Capão do Leão";341,52
"430468 Capela de Santana";374,80
"430469 Capitão";539,79
"430467 Capivari do Sul";828,05
"430471 Caraá";286,51
"430470 Carazinho";619,64
"430480 Carlos Barbosa";883,57
"430485 Carlos Gomes";249,87
"430490 Casca";774,77
"430495 Caseiros";333,73
"430500 Catuípe";486,31
"430510 Caxias do Sul";965,12
"430511 Centenário";254,36
"430512 Cerrito";330,90
"430513 Cerro Branco";399,95
"430515 Cerro Grande";277,10
"430517 Cerro Grande do Sul";325,42
"430520 Cerro Largo";489,91
"430530 Chapada";486,67
"430535 Charqueadas";524,05
"430537 Charrua";312,43
"430540 Chiapetta";347,04
"430543 Chuí";617,57
"430544 Chuvisca";494,30
"430545 Cidreira";590,79
"430550 Ciríaco";493,32
"430558 Colinas";559,29
"430560 Colorado";446,75
"430570 Condor";467,21
"430580 Constantina";451,59
"430585 Coqueiros do Sul";360,63
"430587 Coronel Barros";438,70
"430590 Coronel Bicaco";391,31
"430595 Cotiporã";633,60
"430597 Coxilha";347,39
"430600 Crissiumal";357,62
"430605 Cristal";355,89
"430607 Cristal do Sul";169,10
"430610 Cruz Alta";678,65
"430620 Cruzeiro do Sul";551,06
"430630 David Canabarro";521,92
"430632 Derrubadas";365,82
"430635 Dezesseis de Novembro";226,69
"430637 Dilermando de Aguiar";658,19
"430640 Dois Irmãos";671,35
"430642 Dois Irmãos das Missões";312,49
"430645 Dois Lajeados";785,90
"430650 Dom Feliciano";347,07
"430660 Dom Pedrito";549,35
"430655 Dom Pedro de Alcântara";344,17
"430670 Dona Francisca";489,71
"430673 Doutor Maurício Cardoso";361,65
"430675 Doutor Ricardo";481,05
"430676 Eldorado do Sul";525,55
"430680 Encantado";703,71
"430690 Encruzilhada do Sul";432,44
"430692 Engenho Velho";310,73
"430695 Entre Rios do Sul";495,77
"430693 Entre-Ijuís";322,74
"430697 Erebango";349,51
"430700 Erechim";691,13
"430705 Ernestina";515,89
"430720 Erval Grande";362,31
"430730 Erval Seco";281,42
"430740 Esmeralda";355,26
"430745 Esperança do Sul";212,90
"430750 Espumoso";527,77
"430755 Estação";472,23
"430760 Estância Velha";647,50
"430770 Esteio";716,60
"430780 Estrela";652,24
"430781 Estrela Velha";427,85
"430783 Eugênio de Castro";402,23
"430786 Fagundes Varela";579,19
"430790 Farroupilha";798,17
"430800 Faxinal do Soturno";500,51
"430805 Faxinalzinho";403,52
"430807 Fazenda Vilanova";433,02
"430810 Feliz";636,98
"430820 Flores da Cunha";924,42
"430825 Floriano Peixoto";295,15
"430830 Fontoura Xavier";304,34
"430840 Formigueiro";340,00
"430845 Fortaleza dos Valos";857,30
"430850 Frederico Westphalen";583,28
"430860 Garibaldi";896,03
"430865 Garruchos";254,50
"430870 Gaurama";535,21
"430880 General Câmara";468,06
"430885 Gentil";466,05
"430890 Getúlio Vargas";515,19
"430900 Giruá";457,26
"430905 Glorinha";506,79
"430910 Gramado";791,29
"430912 Gramado dos Loureiros";292,14
"430915 Gramado Xavier";734,05
"430920 Gravataí";567,78
"430925 Guabiju";549,02
"430930 Guaíba";567,30
"430940 Guaporé";714,14
"430950 Guarani das Missões";341,46
"430955 Harmonia";644,30
"430710 Herval";351,85
"430957 Herveiras";321,81
"430960 Horizontina";603,66
"430965 Hulha Negra";490,85
"430970 Humaitá";436,99
"430975 Ibarama";320,30
"430980 Ibiaçá";819,32
"430990 Ibiraiaras";632,58
"430995 Ibirapuitã";280,61
"431000 Ibirubá";768,57
"431010 Igrejinha";617,79
"431020 Ijuí";653,57
"431030 Ilópolis";524,03
"431033 Imbé";673,68
"431036 Imigrante";742,56
"431040 Independência";441,70
"431041 Inhacorá";330,00
"431043 Ipê";470,61
"431046 Ipiranga do Sul";580,54
"431050 Iraí";479,66
"431053 Itaara";531,33
"431055 Itacurubi";317,93
"431057 Itapuca";385,84
"431060 Itaqui";419,94
"431070 Itatiba do Sul";326,95
"431075 Ivorá";317,81
"431080 Ivoti";750,87
"431085 Jaboticaba";284,94
"431090 Jacutinga";441,54
"431100 Jaguarão";514,77
"431110 Jaguari";488,37
"431112 Jaquirana";304,48
"431113 Jari";273,71
"431115 Jóia";357,83
"431120 Júlio de Castilhos";497,31
"431127 Lagoa dos Três Cantos";573,16
"431130 Lagoa Vermelha";508,56
"431125 Lagoão";210,54
"431140 Lajeado";776,97
"431142 Lajeado do Bugre";238,35
"431150 Lavras do Sul";474,07
"431160 Liberato Salzano";285,81
"431162 Lindolfo Collor";428,01
"431164 Linha Nova";435,43
"431171 Maçambará";423,67
"431170 Machadinho";325,15
"431173 Mampituba";302,10
"431175 Manoel Viana";322,42
"431177 Maquiné";447,77
"431179 Maratá";508,68
"431180 Marau";687,80
"431190 Marcelino Ramos";476,28
"431198 Mariana Pimentel";448,91
"431200 Mariano Moro";653,15
"431205 Marques de Souza";552,72
"431210 Mata";336,93
"431213 Mato Castelhano";475,05
"431215 Mato Leitão";422,45
"431220 Maximiliano de Almeida";339,81
"431225 Minas do Leão";341,51
"431230 Miraguaí";262,95
"431235 Montauri";622,98
"431237 Monte Alegre dos Campos";226,50
"431238 Monte Belo do Sul";1086,39
"431240 Montenegro";717,89
"431242 Mormaço";418,79
"431244 Morrinhos do Sul";311,57
"431245 Morro Redondo";505,20
"431247 Morro Reuter";675,27
"431250 Mostardas";400,68
"431260 Muçum";612,91
"431261 Muitos Capões";414,82
"431262 Muliterno";345,58
"431265 Não-Me-Toque";689,47
"431267 Nicolau Vergueiro";458,38
"431270 Nonoai";400,32
"431275 Nova Alvorada";530,37
"431280 Nova Araçá";1025,68
"431290 Nova Bassano";828,06
"431295 Nova Boa Vista";383,44
"431300 Nova Bréscia";788,17
"431301 Nova Candelária";429,99
"431303 Nova Esperança do Sul";393,16
"431306 Nova Hartz";459,89
"431308 Nova Pádua";1017,97
"431310 Nova Palma";565,13
"431320 Nova Petrópolis";805,04
"431330 Nova Prata";762,46
"431333 Nova Ramada";435,68
"431335 Nova Roma do Sul";637,37
"431337 Nova Santa Rita";552,41
"431349 Novo Barreiro";254,97
"431339 Novo Cabrais";295,97
"431340 Novo Hamburgo";768,43
"431342 Novo Machado";326,45
"431344 Novo Tiradentes";216,43
"431350 Osório";631,33
"431360 Paim Filho";567,90
"431365 Palmares do Sul";449,47
"431370 Palmeira das Missões";523,61
"431380 Palmitinho";419,95
"431390 Panambi";623,54
"431395 Pantano Grande";423,90
"431400 Paraí";761,85
"431402 Paraíso do Sul";382,05
"431403 Pareci Novo";576,70
"431405 Parobé";475,82
"431406 Passa Sete";217,06
"431407 Passo do Sobrado";363,22
"431410 Passo Fundo";797,22
"431415 Paverama";409,26
"431420 Pedro Osório";523,80
"431430 Pejuçara";556,05
"431440 Pelotas";678,60
"431442 Picada Café";631,07
"431445 Pinhal";618,69
"431447 Pinhal Grande";436,33
"431449 Pinheirinho do Vale";291,27
"431450 Pinheiro Machado";424,32
"431455 Pirapó";226,14
"431460 Piratini";379,31
"431470 Planalto";372,89
"431475 Poço das Antas";487,84
"431477 Pontão";406,78
"431478 Ponte Preta";304,18
"431480 Portão";631,46
"431490 Porto Alegre";1397,07
"431500 Porto Lucena";310,82
"431505 Porto Mauá";304,74
"431507 Porto Vera Cruz";228,21
"431510 Porto Xavier";431,54
"431513 Pouso Novo";605,41
"431514 Presidente Lucena";574,05
"431515 Progresso";427,14
"431517 Protásio Alves";688,40
"431520 Putinga";1002,22
"431530 Quaraí";453,87
"431532 Quevedos";319,10
"431535 Quinze de Novembro";507,57
"431540 Redentora";186,82
"431545 Relvado";539,17
"431550 Restinga Seca";439,64
"431555 Rio dos Índios";261,01
"431560 Rio Grande";625,32
"431570 Rio Pardo";470,50
"431575 Riozinho";405,44
"431580 Roca Sales";573,05
"431590 Rodeio Bonito";511,12
"431600 Rolante";471,61
"431610 Ronda Alta";497,01
"431620 Rondinha";562,47
"431630 Roque Gonzales";322,06
"431640 Rosário do Sul";435,60
"431642 Sagrada Família";245,68
"431643 Saldanha Marinho";467,39
"431645 Salto do Jacuí";449,58
"431647 Salvador das Missões";399,57
"431650 Salvador do Sul";607,10
"431660 Sananduva";657,26
"431710 Sant'Ana do Livramento";603,65
"431670 Santa Bárbara do Sul";514,37
"431675 Santa Clara do Sul";464,63
"431680 Santa Cruz do Sul";759,06
"431690 Santa Maria";843,34
"431695 Santa Maria do Herval";497,20
"431720 Santa Rosa";608,41
"431725 Santa Tereza";587,36
"431730 Santa Vitória do Palmar";1071,17
"431700 Santana da Boa Vista";304,70
"431740 Santiago";599,31
"431750 Santo Ângelo";648,84
"431760 Santo Antônio da Patrulha";432,24
"431770 Santo Antônio das Missões";346,04
"431755 Santo Antônio do Palma";621,82
"431775 Santo Antônio do Planalto";435,95
"431780 Santo Augusto";427,45
"431790 Santo Cristo";433,94
"431795 Santo Expedito do Sul";336,34
"431800 São Borja";484,76
"431805 São Domingos do Sul";607,87
"431810 São Francisco de Assis";345,57
"431820 São Francisco de Paula";472,46
"431830 São Gabriel";497,89
"431840 São Jerônimo";601,93
"431842 São João da Urtiga";372,62
"431843 São João do Polêsine";663,85
"431844 São Jorge";481,68
"431845 São José das Missões";308,69
"431846 São José do Herval";376,32
"431848 São José do Hortêncio";463,42
"431849 São José do Inhacorá";356,23
"431850 São José do Norte";290,13
"431860 São José do Ouro";485,88
"431862 São José dos Ausentes";370,81
"431870 São Leopoldo";726,91
"431880 São Lourenço do Sul";466,16
"431890 São Luiz Gonzaga";491,34
"431900 São Marcos";758,96
"431910 São Martinho";497,12
"431912 São Martinho da Serra";447,84
"431915 São Miguel das Missões";507,15
"431920 São Nicolau";244,45
"431930 São Paulo das Missões";276,31
"431935 São Pedro da Serra";594,15
"431937 São Pedro do Butiá";437,27
"431940 São Pedro do Sul";473,15
"431950 São Sebastião do Caí";696,18
"431960 São Sepé";438,92
"431970 São Valentim";352,77
"431971 São Valentim do Sul";670,05
"431973 São Valério do Sul";253,19
"431975 São Vendelino";579,33
"431980 São Vicente do Sul";527,46
"431990 Sapiranga";590,31
"432000 Sapucaia do Sul";533,01
"432010 Sarandi";572,64
"432020 Seberi";377,65
"432023 Sede Nova";360,39
"432026 Segredo";283,81
"432030 Selbach";1171,27
"432032 Senador Salgado Filho";303,48
"432035 Sentinela do Sul";339,05
"432040 Serafina Corrêa";743,46
"432045 Sério";314,93
"432050 Sertão";541,26
"432055 Sertão Santana";512,83
"432057 Sete de Setembro";250,31
"432060 Severiano de Almeida";480,87
"432065 Silveira Martins";537,20
"432067 Sinimbu";388,78
"432070 Sobradinho";488,36
"432080 Soledade";528,70
"432085 Tabaí";433,69
"432090 Tapejara";547,53
"432100 Tapera";618,55
"432110 Tapes";551,55
"432120 Taquara";679,72
"432130 Taquari";520,92
"432132 Taquaruçu do Sul";351,08
"432135 Tavares";447,92
"432140 Tenente Portela";355,16
"432143 Terra de Areia";470,95
"432145 Teutônia";633,30
"432147 Tiradentes do Sul";291,03
"432149 Toropi";294,85
"432150 Torres";623,78
"432160 Tramandaí";644,49
"432162 Travesseiro";430,44
"432163 Três Arroios";455,63
"432166 Três Cachoeiras";516,20
"432170 Três Coroas";606,92
"432180 Três de Maio";504,59
"432183 Três Forquilhas";334,21
"432185 Três Palmeiras";468,67
"432190 Três Passos";523,06
"432195 Trindade do Sul";273,63
"432200 Triunfo";559,55
"432210 Tucunduva";493,17
"432215 Tunas";211,93
"432218 Tupanci do Sul";379,80
"432220 Tupanciretã";461,73
"432225 Tupandi";573,58
"432230 Tuparendi";489,22
"432232 Turuçu";349,58
"432234 Ubiretama";251,27
"432235 União da Serra";639,93
"432237 Unistalda";250,00
"432240 Uruguaiana";570,36
"432250 Vacaria";625,05
"432253 Vale do Sol";369,71
"432254 Vale Real";540,33
"432252 Vale Verde";425,76
"432255 Vanini";484,26
"432260 Venâncio Aires";513,44
"432270 Vera Cruz";450,81
"432280 Veranópolis";870,83
"432285 Vespasiano Correa";545,61
"432290 Viadutos";482,89
"432300 Viamão";499,78
"432310 Vicente Dutra";246,02
"432320 Victor Graeff";633,09
"432330 Vila Flores";520,00
"432335 Vila Lângaro";449,58
"432340 Vila Maria";648,74
"432345 Vila Nova do Sul";372,59
"432350 Vista Alegre";365,80
"432360 Vista Alegre do Prata";587,64
"432370 Vista Gaúcha";386,77
"432375 Vitória das Missões";227,55
"432380 Xangri-lá";529,84
"500020 Água Clara";508,78
"500025 Alcinópolis";308,02
"500060 Amambai";452,50
"500070 Anastácio";323,11
"500080 Anaurilândia";363,57
"500085 Angélica";299,29
"500090 Antônio João";250,00
"500100 Aparecida do Taboado";435,54
"500110 Aquidauana";474,99
"500124 Aral Moreira";301,85
"500150 Bandeirantes";384,15
"500190 Bataguassu";426,61
"500200 Batayporã";277,82
"500210 Bela Vista";441,67
"500215 Bodoquena";321,25
"500220 Bonito";455,75
"500230 Brasilândia";553,84
"500240 Caarapó";332,78
"500260 Camapuã";424,77
"500270 Campo Grande";776,00
"500280 Caracol";264,70
"500290 Cassilândia";471,29
"500295 Chapadão do Sul";861,74
"500310 Corguinho";339,88
"500315 Coronel Sapucaia";305,53
"500320 Corumbá";445,05
"500325 Costa Rica";898,08
"500330 Coxim";595,11
"500345 Deodápolis";359,66
"500348 Dois Irmãos do Buriti";240,71
"500350 Douradina";380,80
"500370 Dourados";608,82
"500375 Eldorado";326,66
"500380 Fátima do Sul";431,77
"500400 Glória de Dourados";401,52
"500410 Guia Lopes da Laguna";502,14
"500430 Iguatemi";433,09
"500440 Inocência";566,32
"500450 Itaporã";370,60
"500460 Itaquiraí";278,12
"500470 Ivinhema";397,07
"500480 Japorã";174,92
"500490 Jaraguari";354,37
"500500 Jardim";585,66
"500510 Jateí";290,23
"500515 Juti";285,86
"500520 Ladário";432,80
"500525 Laguna Carapã";462,35
"500540 Maracaju";486,16
"500560 Miranda";545,44
"500568 Mundo Novo";443,69
"500570 Naviraí";443,88
"500580 Nioaque";273,39
"500600 Nova Alvorada do Sul";464,62
"500620 Nova Andradina";505,96
"500625 Novo Horizonte do Sul";236,73
"500630 Paranaíba";563,80
"500635 Paranhos";234,83
"500640 Pedro Gomes";340,63
"500660 Ponta Porã";500,55
"500690 Porto Murtinho";335,74
"500710 Ribas do Rio Pardo";400,33
"500720 Rio Brilhante";475,28
"500730 Rio Negro";363,03
"500740 Rio Verde de Mato Grosso";411,34
"500750 Rochedo";368,52
"500755 Santa Rita do Pardo";337,16
"500769 São Gabriel do Oeste";840,48
"500780 Selvíria";369,29
"500770 Sete Quedas";467,92
"500790 Sidrolândia";463,48
"500793 Sonora";535,61
"500795 Tacuru";235,17
"500797 Taquarussu";281,05
"500800 Terenos";359,06
"500830 Três Lagoas";570,46
"500840 Vicentina";417,03
"510010 Acorizal";246,48
"510020 Água Boa";643,27
"510025 Alta Floresta";520,19
"510030 Alto Araguaia";437,72
"510035 Alto Boa Vista";339,58
"510040 Alto Garças";704,78
"510050 Alto Paraguai";255,88
"510060 Alto Taquari";894,42
"510080 Apiacás";396,27
"510100 Araguaiana";379,59
"510120 Araguainha";215,22
"510125 Araputanga";511,56
"510130 Arenápolis";349,45
"510140 Aripuanã";390,75
"510160 Barão de Melgaço";236,51
"510170 Barra do Bugres";382,46
"510180 Barra do Garças";570,75
"510190 Brasnorte";527,22
"510250 Cáceres";434,14
"510260 Campinápolis";278,30
"510263 Campo Novo do Parecis";1027,62
"510267 Campo Verde";686,37
"510268 Campos de Júlio";3468,20
"510269 Canabrava do Norte";231,81
"510270 Canarana";596,91
"510279 Carlinda";264,48
"510285 Castanheira";348,10
"510300 Chapada dos Guimarães";375,80
"510305 Cláudia";942,56
"510310 Cocalinho";429,57
"510320 Colíder";533,02
"510330 Comodoro";475,62
"510335 Confresa";325,10
"510337 Cotriguaçu";474,52
"510340 Cuiabá";871,42
"510345 Denise";424,21
"510350 Diamantino";577,07
"510360 Dom Aquino";350,44
"510370 Feliz Natal";735,30
"510380 Figueirópolis D'Oeste";443,19
"510385 Gaúcha do Norte";529,07
"510390 General Carneiro";265,01
"510395 Glória D'Oeste";551,22
"510410 Guarantã do Norte";526,64
"510420 Guiratinga";420,32
"510450 Indiavaí";248,95
"510455 Itaúba";548,55
"510460 Itiquira";497,01
"510480 Jaciara";509,86
"510490 Jangada";249,43
"510500 Jauru";271,82
"510510 Juara";588,17
"510515 Juína";564,81
"510517 Juruena";436,20
"510520 Juscimeira";391,79
"510523 Lambari D'Oeste";287,57
"510525 Lucas do Rio Verde";747,97
"510530 Luciara";253,27
"510558 Marcelândia";656,93
"510560 Matupá";496,13
"510562 Mirassol d'Oeste";440,44
"510590 Nobres";330,62
"510600 Nortelândia";275,14
"510610 Nossa Senhora do Livramento";246,42
"510615 Nova Bandeirantes";281,77
"510620 Nova Brasilândia";293,01
"510621 Nova Canaã do Norte";402,97
"510880 Nova Guarita";334,24
"510618 Nova Lacerda";451,17
"510885 Nova Marilândia";309,29
"510890 Nova Maringá";453,44
"510895 Nova Monte Verde";366,74
"510622 Nova Mutum";781,70
"510623 Nova Olímpia";387,89
"510624 Nova Ubiratã";616,77
"510625 Nova Xavantina";470,39
"510627 Novo Horizonte do Norte";294,10
"510626 Novo Mundo";368,06
"510628 Novo São Joaquim";508,68
"510629 Paranaíta";460,79
"510630 Paranatinga";485,50
"510637 Pedra Preta";398,35
"510642 Peixoto de Azevedo";375,90
"510645 Planalto da Serra";299,25
"510650 Poconé";259,18
"510665 Pontal do Araguaia";426,07
"510670 Ponte Branca";309,65
"510675 Pontes e Lacerda";457,16
"510677 Porto Alegre do Norte";416,62
"510680 Porto dos Gaúchos";454,24
"510682 Porto Esperidião";364,26
"510685 Porto Estrela";225,00
"510700 Poxoréo";359,02
"510704 Primavera do Leste";731,29
"510706 Querência";490,78
"510715 Reserva do Cabaçal";249,87
"510718 Ribeirão Cascalheira";326,38
"510719 Ribeirãozinho";459,70
"510720 Rio Branco";323,09
"510760 Rondonópolis";585,17
"510770 Rosário Oeste";288,77
"510775 Salto do Céu";307,81
"510724 Santa Carmem";856,44
"510777 Santa Terezinha";223,58
"510726 Santo Afonso";281,45
"510780 Santo Antônio do Leverger";334,60
"510785 São Félix do Araguaia";397,50
"510729 São José do Povo";290,80
"510730 São José do Rio Claro";506,17
"510735 São José do Xingu";334,28
"510710 São José dos Quatro Marcos";328,67
"510740 São Pedro da Cipa";365,25
"510787 Sapezal";678,61
"510790 Sinop";671,18
"510792 Sorriso";899,77
"510794 Tabaporã";584,15
"510795 Tangará da Serra";652,73
"510800 Tapurah";687,16
"510805 Terra Nova do Norte";322,48
"510810 Tesouro";461,86
"510820 Torixoréu";397,21
"510830 União do Sul";575,51
"510840 Várzea Grande";486,87
"510850 Vera";479,15
"510550 Vila Bela da Santíssima Trindade";399,36
"510860 Vila Rica";361,94
"520005 Abadia de Goiás";385,93
"520010 Abadiânia";322,69
"520013 Acreúna";494,59
"520015 Adelândia";291,84
"520017 Água Fria de Goiás";297,72
"520020 Água Limpa";427,92
"520025 Águas Lindas de Goiás";296,93
"520030 Alexânia";328,27
"520050 Aloândia";510,82
"520055 Alto Horizonte";294,89
"520060 Alto Paraíso de Goiás";427,83
"520080 Alvorada do Norte";307,21
"520082 Amaralina";153,11
"520085 Americano do Brasil";478,33
"520090 Amorinópolis";344,86
"520110 Anápolis";578,30
"520120 Anhanguera";417,38
"520130 Anicuns";430,91
"520140 Aparecida de Goiânia";396,58
"520145 Aparecida do Rio Doce";411,93
"520150 Aporé";617,14
"520160 Araçu";283,52
"520170 Aragarças";370,77
"520180 Aragoiânia";386,44
"520215 Araguapaz";461,00
"520235 Arenópolis";360,33
"520250 Aruanã";341,94
"520260 Aurilândia";323,92
"520280 Avelinópolis";759,53
"520310 Baliza";331,40
